Title,Company,Address,Posted In,Required Skills,Responsibilities,Requirements,Links
Senior PHP / Laravel Developer,webSTDY,"Mohandessin, Giza, Egypt ",26 days ago,Full timeExperienced · 3+ Yrs of Exp · Software Development · AJAX · javaScript · Web Development · MySQL · PHP · Laravel · OOP · SEO · CMS,"Integration of user-facing elements developed by front-end developers. | Build efficient, testable, and reusable PHP modules. | Solve complex performance problems and architectural challenges. | Monitor security and perform all necessary updates. | Integration with external APIs and payment gateways as needed. | Build new functioning features and improve existing. | Keep abreast of new trends and best practices in web development. | ","BS/MS degree in Computer Science, Engineering, or a related subject. | Minimum 3 years of experience in developing PHP applications using the latest technologies | Previous working experience as a PHP/Laravel developer. | In-depth knowledge of object-oriented PHP and Laravel 7.* PHP Framework. | Hands-on experience with SQL schema design, SOLID principles, REST API design | Software testing tools (PHPUnit). | Experience working with Docker | Experience working with Linux environment | MySQL profiling and query optimization. | Understanding fundamental design principles behind a scalable application. | Integration of multiple data sources and databases into one system. | Strong knowledge of the common PHP or web server exploits and their solutions. | Proficient understanding of code versioning tools, such as Git. | Familiar with Linux servers, Nginx configuration, caching mechanisms | Understanding of front-end technologies, such as JavaScript, HTML5, CSS3, bootstrap. | Attention to detail | Excellent command of English | Excellent project and time management skills. | Strong problem solving and verbal and written communication skills. | Familiarity with JavaScript including Node.JS is a plus. | Internally motivated, able to work proficiently both independently and in a team environment. | ",https://wuzzuf.net/jobs/p/Z2YrgVcUW7Iw-Senior-PHP-Laravel-Developer-webSTDY-Giza-Egypt?o=30&l=sp&t=sj&a=php|search-v3|hpb
PHP Developer - intern,Magdsoft,"Nasr City, Cairo, Egypt ",26 days ago,InternshipStudent · 0 - 1 Yrs of Exp · PHP · Laravel · CSS3 · HTML5 · MySQL · javaScript · OOP · Information Technology (IT) · Web Development · Software Development,,,https://wuzzuf.net/jobs/p/SgMkjFSXwcJy-PHP-Developer---intern-Magdsoft-Cairo-Egypt?o=31&l=sp&t=sj&a=php|search-v3|hpb
PHP Developer,Maxycode,"Nasr City, Cairo, Egypt ",26 days ago,Full timeExperienced · 3 - 5 Yrs of Exp · PHP · Information Technology (IT) · Computer Science · Software Development · javaScript · Laravel · MySQL · Git · HTML5 · CSS3,,,https://wuzzuf.net/jobs/p/uoIRUcmt6U42-PHP-Developer-Maxycode-Cairo-Egypt?o=32&l=sp&t=sj&a=php|search-v3|hpb
Senior PHP Developer (Laravel),Our Education,"Nasr City, Cairo, Egypt ",28 days ago,Full timeExperienced · 3 - 5 Yrs of Exp · PHP · Computer Science · Laravel · HTML5 · CSS3 · MVC · Programming · javaScript · Information Technology (IT) · Servers,,,https://wuzzuf.net/jobs/p/QPdozCC6Gxln-Senior-PHP-Developer-Laravel-Our-Education-Cairo-Egypt?o=33&l=sp&t=sj&a=php|search-v3|hpb
PHP Laravel - Full Stack Developer,Mishkat Nour,"Nasr City, Cairo, Egypt ",27 days ago,Full timeExperienced · 2+ Yrs of Exp · PHP · Laravel · MySQL · Full Stack · Full Stack Development · Software Development · Software · Information Technology (IT) · Computer Science · javaScript,,,https://wuzzuf.net/jobs/p/i8SN8l1o73zd-PHP-Laravel---Full-Stack-Developer-Mishkat-Nour-Cairo-Egypt?o=34&l=sp&t=sj&a=php|search-v3|hpb
Senior PHP Developer,Easy Cash,"Heliopolis, Cairo, Egypt ",29 days ago,Full timeExperienced · 5+ Yrs of Exp · Information Technology (IT) · Computer Science · Software Engineering · Software Development · PHP · Laravel · Agile · Software · API · REST,,,https://wuzzuf.net/jobs/p/iLBv9LUCMEzs-Senior-PHP-Developer-Easy-Cash-Cairo-Egypt?o=35&l=sp&t=sj&a=php|search-v3|hpb
PHP/Wordpress Developer,Evolvice GmbH,"Maadi, Cairo, Egypt ",26 days ago,Full timeWork from homeExperienced · 3+ Yrs of Exp · PHP · WordPress · English · Information Technology (IT) · Computer Science · javaScript · CSS · HTML · MySQL · IT/Software Development,,,https://wuzzuf.net/jobs/p/NBqq76TUJKnu-PHPWordpress-Developer-Evolvice-GmbH-Cairo-Egypt?o=36&l=sp&t=sj&a=php|search-v3|hpb
PHP Laravel - Full Stack Developer,Confidential -,"New Cairo, Cairo, Egypt ",28 days ago,Full timeExperienced · 2+ Yrs of Exp · PHP · Laravel · MySQL · Full Stack · Database Schemas · GraphQL API · RESTful APIs · Full Stack Development · Bootstrap 4 · Software Development,"Understand requirements, and transfer ideas to real systems. | Participate in developing portals and nested systems. | Translate graphic design to clean and organized code. | Facing any challenges, search for solutions and solve problems. | ","2+ years of professional experience in software companies. | Experience in Laravel Framework. | Experience in dealing with modules. | Experience in RESTful APIs. | Experience in creating database schemas. | Full Stack Developer, with good experience in Bootstrap 4. | Experience in Mysql. | Handling projects using DevOps is an advantage. | ",https://wuzzuf.net/jobs/p/JNLwlmZKcNZR-PHP-Laravel---Full-Stack-Developer-Cairo-Egypt?o=37&l=sp&t=sj&a=php|search-v3|hpb
Technical Team Leader / PHP,MOTHOL,"Nasr City, Cairo, Egypt ",29 days ago,Full timeManager · 7 - 10 Yrs of Exp · Computer Science · PHP · Software · Software Development · Laravel · Information Technology (IT) · Engineering · javaScript · HTML · CSS,"Grow, manage and develop the Web Development team. | Lead and guide Development team members in the implementation and execution of web development projects. Oversee day-to-day, hands-on web development across client projects. | Provide technical leadership and mentorship to create innovative solutions for our business and clients. | Review functional and technical requirements for new and potential clients, and raise issues. | Define and document web development standards and processes in partnership with the internal web team, and clients. | Serve as client point of contact across individual development projects as needed. | Coordinate with 3rd party hosting providers and oversee the support and monitoring of client products. | Ensure Q/A practices are implemented and met across all work and projects. | Encourage creativity and risk-taking to foster team member growth and independence. Manage team by ensuring each team member is individually set up for success in their role. People management responsibilities include but are not limited to coaching and mentoring, professional development, problem-solving, evaluation, and performance management. | Stay current on web development best practices, technologies, tools and languages, and actively explore implementation for client projects. | ","Must have worked for at least 5 years as PHP Developer and 2 years as Team LEAD, a Project or Product Manager, or as a Technical or Solutions Architect leading a team of developers. | Knowledge of existing and emerging technologies: should be able to evaluate multiple technologies and identify those that are the best fit for the business. | Act As: Software Architect, Developer, Team Lead | Proven project management skills: should have experience in managing multiple projects while communicating with the development team and other business units. | Preferred prior experience working in Agile Environment. | Must have extensive experience in developing APIs, Web Applications and Backend Application. | Must have experience in managing cross-functional teams by implementing proper communication channels and tools such as JIRA, Confluence, SLACK, etc. | Must have expertise in the implementation of systems that are highly available, scalable, and self-healing on platform | Strong knowledge of Object-Oriented programming, and familiarity with other programming paradigms. | Strong knowledge in PHP and its famous frameworks (Like Laravel & Symfony && Codeigniter etc…) | Should be up-to-date on the latest trends and techniques | Should possess a creative mind to develop strategies that meet specific business objectives. | Should have strong English communication and presentation skills. | Excellent knowledge of web technologies including HTML, CSS, JavaScript, AJAX, JSON, XML | Strong Experience in DB concepts and tools, MySQL database. | Strong Experience in GIT/SVN. | Experience with E-Commerce systems. | Experience working with Web Services (RESTFUL) is a must. | Understanding of MVC design patterns. | Experience designing, testing, and deploying PHP Applications. | Excellent knowledge of OOP (concepts, techniques, principles, analysis, and design). | Team player, self-learner, and positive person. | Ability to solve problems creatively and effectively. | Strong English is highly preferred. | Should have strong co-ordination, communication & reporting, analytical skills | Should have Strong leadership skills | ",https://wuzzuf.net/jobs/p/WAljm31WuEOS-Technical-Team-Leader-PHP-MOTHOL-Cairo-Egypt?o=38&l=sp&t=sj&a=php|search-v3|hpb
Senior PHP Web Developer,Arabia for Information Technology,"Cairo, Egypt ",1 month ago,Full timeExperienced · 5+ Yrs of Exp · PHP · Web Development · Computer Engineering · Computer Science · Software Development · Web Application Design · Laravel · PHP Development · Information Technology (IT) · Framework,Arabia for information technology requires Web developers who will responsible for working on the development and implementation of a wide variety of web-based products using PHP. | ,"BSc in Computer Engineering or Computer Science. | Minimum of 5 years' experience in PHP Development. | Depth knowledge of PHP and Laravel Framework. | Ability to meet deadlines, identify issues, and resolve with minimal direction. | Must be self-motivated and able to work both independently and in conjunction with team members and product groups. | ",https://wuzzuf.net/jobs/p/SmQskkCP0pQ8-Senior-PHP-Web-Developer-Arabia-for-Information-Technology-Cairo-Egypt?o=39&l=sp&t=sj&a=php|search-v3|hpb
PHP Laravel Developer - Alexandria,Inspia,"Alexandria, Egypt ",1 month ago,Full timeExperienced · 2 - 4 Yrs of Exp · Information Technology (IT) · Laravel · PHP · Git · HTML5 · CSS3 · Programming · Front-End · Computer Science · javaScript,"We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the users. | Your primary focus will be the development of all server-side logic, definition, and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end and mobile apps. | Creating database schemes that represent and support business processes. | User authentication and authorization between multiple systems, servers, and environments. | Integration of multiple data sources and databases into one system. | ","Proficient in Understanding the fully synchronous behavior of PHP. | Strong knowledge of PHP web frameworks ""Laravel Mainly"". | Proficient Understanding of MVC design patterns. | Proficient understanding of front-end technologies, such as JavaScript, HTML5, and CSS3. | Good Knowledge of object-oriented PHP programming. | Fair to strong knowledge of socket.io , firebase, node.js, GO lang. | Understanding accessibility and security compliance. | Strong knowledge of the common PHP or web server exploits and their solutions. | Understanding fundamental design principles behind a scalable application. | Familiarity with limitations of PHP as a platform and its workarounds. | Proficient understanding of code versioning tools, such as Git. | Good understanding of SEO principles and ensuring that the application will adhere to them. | ",https://wuzzuf.net/jobs/p/06btZuSDQePC-PHP-Laravel-Developer---Alexandria-Inspia-Alexandria-Egypt?o=40&l=sp&t=sj&a=php|search-v3|hpb
Senior PHP Developer,MOTHOL,"Cairo, Egypt ",1 month ago,Full timeExperienced · 5 - 7 Yrs of Exp · MySQL · PHP · Computer Science · Software Development · HTML5 · Information Technology (IT) · javaScript · Laravel · Git · jQuery,"Research, design, implement innovative software solutions and deliver projects on-time and to specification with a high level of quality. | Develop unit tests and work with Quality Control members on solving the defects. | Create database migrations | Construct documentation to aid maintenance and code reuse. | Write clean and well-designed code. | Produce detailed specifications. | Troubleshoot, test and maintain the core product software and databases to ensure strong optimization and functionality. | Contribute to all phases of the development life-cycle. | Follow industry best practices. | Develop and deploy new features to facilitate related procedures and tools if necessary. | ","5-7 year(s) experience working in Back-End Development with PHP. | BSc degree in Computer Science or relevant field is a must | Strong Knowledge about OOP. | Strong Knowledge about PHP Laravel framework. | Experience in E-commerce website. | Experience in online payment gateways. | Experience in Mobile Applications APIs. | Experience in integrating multiple systems. | Experience in git version control. | Must have experience using MySQL, HTML5, CSS3, JQuery, JavaScript, Bootstrap, AJAX, and JSON. | Knowledge about Problem-solving and analytical thinking. | Knowledge about Data Structure, Algorithms, PHP Unit Testing. | Fair Knowledge about Agile methodologies , TDD , DDD. | Experience in vue.js is a plus | Good understanding of security issues and accessibility issues. | Very good in the English language “Read & Write”. | ",https://wuzzuf.net/jobs/p/xA5JJLwZD1r1-Senior-PHP-Developer-MOTHOL-Cairo-Egypt?o=41&l=sp&t=sj&a=php|search-v3|hpb
Senior Php Developer,Confidential -,"Nasr City, Cairo, Egypt ",1 month ago,Full timeExperienced · 3 - 6 Yrs of Exp · JSON · PHP · Bootstrap · CSS · HTML · APIs · jQuery · Git · Software Development · Information Technology (IT),"We are looking for a Senior Php Developer who has advanced experience with one of the following frameworks (Symfony, Laravel) | Our ideal candidate should be ready to get challenged by working on some of the most complex problems. | ","JSON-based REST API | Integration experience (SOAP, RESTful ... etc). | Experiences with cloud solutions such as Azure or AWS | Must know English very well and self motivated. | Experience in Kubernetes | Experience with GIT/SVN | Experience with HTML, CSS, Bootstrap, JQuery. | Good problem solving skills. | Knowledge of how to interact with RESTful APIs and formats (JSON, XML) | Overall experience 3+ years. | CSS | ",https://wuzzuf.net/jobs/p/gehWs06RuEQA-Senior-Php-Developer-Cairo-Egypt?o=42&l=sp&t=sj&a=php|search-v3|hpb
PHP Developer,EL KHETA,"Alexandria, Egypt ",1 month ago,Full timeExperienced · 3 - 6 Yrs of Exp · PHP · MySQL · CSS3 · HTML5 · Software Development · REST API · Javascript · Computer Science · Information Technology (IT) · Laravel,Leading the technical team (web & app ) | Build our native platform from scratch (we are now using WordPress) | Develop & deliver our ideas throw new technologies. | ,"Bachelor's in Computer Science or other relevant field of study | Strong knowledge of PHP and its  frameworks | Solid knowledge of REST API/GraphQL and XML RPC | Strong object-oriented programming | Experience in debugging and performance optimizations | Experience in security issues | Experience in server side issues | Experience in wordpress (is a plus as our current platform is in  wordpress ) | Strong background in efficient database usage with MySQL. | Think and act like a leader. | Understanding of front-end technologies, such as JavaScript, HTML5, and CSS3. | Proficient understanding of code versioning tools, such as Git. | Good knowledge of technologies used for building mobile apps | Leadership experience including mentoring other developers, performing code reviews, and facilitating collaboration between team members | ",https://wuzzuf.net/jobs/p/UCpFuHgYvl6Y-PHP-Developer-EL-KHETA-Alexandria-Egypt?o=43&l=sp&t=sj&a=php|search-v3|hpb
Senior PHP Developer (Laravel),SURE International Technology,"Nasr City, Cairo, Egypt ",1 month ago,Full timeExperienced · 5+ Yrs of Exp · PHP · Laravel · Vue · REST APIs · Microservices · Software Engineering · Full Stack · Github · Information Technology (IT) · Software Development,"Develop, record and maintain cutting edge web-based PHP applications on portal plus premium service platforms | Build innovative, state-of-the-art applications and collaborate with the User Experience (UX) team | Ensure HTML, CSS, and shared JavaScript is valid and consistent across applications | Prepare and maintain all applications utilizing standard development tools | Utilize backend data services and contribute to increase existing data services API | Lead the entire web application development life cycle right from concept stage to delivery and post launch support | Convey effectively with all task progress, evaluations, suggestions, schedules along with technical and process issues | Document the development process, architecture, and standard components | Coordinate with co-developers and keeps project manager well informed of the status of development effort and serves as liaison between development staff and project manager | Keep abreast of new trends and best practices in web development | ",Minimum 5 years of experience as Full Stack Developer | Experience in Laravel and Vue is a must | REST APIs. | Github is a must. | Experience in creating Microservices | Full understanding and experience in Laravel framework and ability to build/maintain applications using it | Good data structures background | ,https://wuzzuf.net/jobs/p/fpiH5lER1Dmi-Senior-PHP-Developer-Laravel-SURE-International-Technology-Cairo-Egypt?o=44&l=sp&t=sj&a=php|search-v3|hpb
Web Developer (PHP),Bavaya,"Dokki, Giza, Egypt ",1 month ago,Full timeEntry Level · 1+ Yrs of Exp · PHP · Web Development · Full Stack · HTML · CSS · Development · Web · Information Technology (IT) · Computer Science · Programming,"Create website layout/user interface by using standard HTML/CSS practices | Integrate data from various back-end services and databases | Fix issue and add new features to open source systems. | Be responsible for maintaining, expanding, and scaling our site | Cooperate with web designers to match visual design intent | ","Years of Experience: 1+ as a Web developer | Proven working experience in web programming | Top-notch programming skills and in-depth knowledge of modern HTML/CSS | A solid understanding of how web applications work including security, session management, and best development practices | Aggressive problem diagnosis and creative problem solving skills | Our full stack developer will collaborate closely with designers and member of the digital team to develop websites, implementing the latest technologies and features out in the market.  | Proven experience in HTML, CSS (SCSS), JS & Bootstrap. | Excellent knowledge of the latest web development technologies | Experience in at least one server-side language or Framework | Experience designing and implementing RESTFUL APIs | Understanding of web security and performance best practices | Experience with distributed version-control system like Git | Working with Linux operation system. | Better to have experience work with Opencart platform. | Good to have experience in Vtiger CRM. | PHP Native. | ",https://wuzzuf.net/jobs/p/zrMUd0miONXO-Web-Developer-PHP-Bavaya-Giza-Egypt?o=45&l=sp&t=sj&a=php|search-v3|hpb
